,B_fighter,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,B_age,Gender
3381,Jason Brilz,2011-11-19,"San Jose, California, USA",Red,False,Light Heavyweight,3,2.0,0.0,0.0,4.5,3.8333333333333335,16.166666666666668,9.166666666666666,45.83333333333334,12.333333333333336,63.33333333333334,22.16666666666667,0.0,6.5,4.666666666666667,4.0,1.0,7.333333333333332,1.8333333333333333,0.37166666666666665,2.0,3.0,3.1666666666666665,2.5,4.5,2.833333333333333,50.66666666666666,15.333333333333336,52.66666666666666,15.833333333333336,0.16666666666666666,1.3333333333333333,1.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.5,0.2766666666666667,15.0,682.3333333333334,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,180.34,205.0,36.0,1
3382,Alex Soto,2011-11-19,"San Jose, California, USA",Red,False,Bantamweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,135.0,27.0,1
3385,Nick Pace,2011-11-19,"San Jose, California, USA",Red,False,Bantamweight,3,1.0,0.0,0.0,6.5,3.5,3.0,1.0,75.5,22.5,64.5,14.5,0.0,9.0,6.5,3.0,1.0,6.5,4.5,0.635,1.0,1.0,16.0,9.0,4.5,2.5,107.0,34.0,82.0,18.5,0.0,18.0,11.0,0.0,0.0,1.5,0.5,0.25,6.0,886.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,170.18,135.0,24.0,1
3395,Cole Escovedo,2011-11-12,"Anaheim, California, USA",Red,False,Bantamweight,3,2.0,0.0,0.0,17.0,15.0,11.5,7.5,45.5,21.0,35.5,10.0,0.0,5.5,4.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,18.5,15.0,18.0,11.0,84.5,44.0,79.5,35.0,1.0,10.5,8.0,1.0,0.0,4.0,3.5,0.925,5.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,135.0,30.0,1
3396,Paul Bradley,2011-11-12,"Anaheim, California, USA",Red,False,Welterweight,3,1.0,0.0,0.0,4.0,1.0,6.0,2.0,59.0,10.0,62.0,11.0,0.0,1.0,1.0,3.0,0.0,12.0,3.0,0.25,0.0,1.0,11.0,6.0,9.0,5.0,114.0,38.0,82.0,17.0,0.0,30.0,20.0,0.0,0.0,1.0,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,170.0,28.0,1
3405,Jason Young,2011-11-05,"Birmingham, England, United Kingdom",Red,False,Featherweight,3,1.0,0.0,0.0,20.0,16.0,10.0,8.0,146.0,44.0,121.0,24.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,11.0,7.0,135.0,70.0,123.0,56.0,0.0,17.0,15.0,2.0,0.0,9.0,5.0,0.55,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,145.0,25.0,1
3411,Jeff Curran,2011-10-29,"Las Vegas, Nevada, USA",Red,False,Bantamweight,3,1.0,0.0,0.0,3.0,3.0,4.0,3.0,9.0,4.0,11.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,15.0,15.0,11.0,11.0,11.0,2.0,61.0,26.0,0.0,4.0,4.0,8.0,0.0,10.0,6.0,0.6,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,135.0,34.0,1
3415,Eliot Marshall,2011-10-29,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,3,2.0,0.0,0.0,5.0,2.8,1.4,0.8,78.4,19.4,70.8,13.6,0.0,4.2,4.0,0.6,0.4,0.6,0.2,0.2,3.0,2.0,3.4,2.4,6.0,2.0,61.6,15.2,70.8,15.6,0.2,7.6,5.8,0.6,0.0,4.4,0.8,0.264,11.0,584.4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,Orthodox,187.96,205.0,31.0,1
3416,Danny Downes,2011-10-29,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,1.0,0.0,0.0,22.0,16.0,18.0,15.0,70.0,17.0,56.0,9.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,10.0,19.0,16.0,59.0,30.0,70.0,39.0,0.0,6.0,6.0,3.0,3.0,8.0,6.0,0.75,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,155.0,25.0,1
3419,Gray Maynard,2011-10-08,"Houston, Texas, USA",Red,True,Lightweight,5,1.0,0.0,0.0,7.5,5.6,5.8,3.3,62.2,17.6,73.0,21.8,0.5,0.6,0.3,3.0,0.8,5.3,3.0,0.591,8.0,2.0,10.1,5.0,6.9,3.4,89.1,25.4,80.0,18.6,0.0,7.3,6.0,0.3,0.4,3.0,0.6,0.19699999999999998,29.0,814.8,1.0,0.0,2.0,5.0,1.0,0.0,0.0,8.0,Orthodox,175.26,155.0,32.0,1
3420,Kenny Florian,2011-10-08,"Houston, Texas, USA",Red,True,Featherweight,5,0.0,1.0,0.0,7.25,5.3125,6.5,4.125,40.4375,12.125,51.75,17.6875,0.0625,3.9375,2.875,2.5,0.8125,3.875,1.5625,0.445,6.0,4.0,6.0,3.1875,8.125,4.6875,33.5,7.125,42.625,12.6875,0.0625,4.25,2.5625,1.375,0.375,3.375,1.375,0.3275,37.0,609.875,3.0,0.0,0.0,2.0,2.0,7.0,1.0,12.0,Southpaw,177.8,145.0,35.0,1
3438,Keith Wisniewski,2011-10-01,"Washington, DC, USA",Red,False,Welterweight,3,1.0,0.0,0.0,4.0,4.0,8.0,3.0,27.0,7.0,35.0,9.0,0.0,1.0,1.0,3.0,0.0,5.0,3.0,0.6,0.0,1.0,15.0,14.0,15.0,6.0,55.0,13.0,89.0,31.0,0.0,3.0,3.0,7.0,3.0,1.0,1.0,1.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,170.0,29.0,1
3439,Joseph Sandoval,2011-10-01,"Washington, DC, USA",Red,False,Bantamweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,135.0,25.0,1
3440,Rampage Jackson,2011-09-24,"Denver, Colorado, USA",Red,True,Light Heavyweight,5,0.0,2.0,0.0,10.777777777777779,9.555555555555557,19.33333333333333,13.222222222222221,53.66666666666666,18.33333333333333,65.55555555555556,23.222222222222218,0.8888888888888888,4.0,3.888888888888889,1.0,0.0,1.2222222222222223,0.5555555555555556,0.25777777777777783,3.0,2.0,8.666666666666666,6.111111111111112,13.666666666666664,9.555555555555557,72.22222222222223,22.0,67.66666666666667,16.77777777777778,0.0,16.333333333333332,12.777777777777779,1.2222222222222223,0.7777777777777778,5.0,0.7777777777777778,0.10555555555555557,26.0,827.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,Orthodox,185.42,205.0,33.0,1
3445,Aaron Riley,2011-09-24,"Denver, Colorado, USA",Red,False,Lightweight,3,0.0,1.0,0.0,14.428571428571427,11.428571428571427,22.428571428571423,14.142857142857142,70.85714285714286,22.285714285714285,70.71428571428571,19.142857142857142,0.0,12.428571428571427,9.0,1.0,0.14285714285714285,3.2857142857142856,1.1428571428571428,0.3242857142857143,1.0,4.0,14.857142857142858,12.285714285714285,22.0,12.857142857142858,79.28571428571429,26.57142857142857,84.85714285714286,26.57142857142857,0.2857142857142857,4.857142857142857,2.2857142857142856,0.0,0.0,2.7142857142857144,1.1428571428571428,0.21428571428571427,16.0,646.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Southpaw,172.72,155.0,30.0,1
3449,Ricardo Romero,2011-09-24,"Denver, Colorado, USA",Red,False,Light Heavyweight,3,1.0,0.0,0.0,3.0,3.0,0.5,0.0,8.5,3.5,13.5,7.0,0.0,0.0,0.0,2.5,1.0,3.5,0.5,0.07,1.0,1.0,3.0,3.0,8.0,6.0,18.0,7.0,33.0,15.5,1.0,1.5,1.0,0.0,1.0,0.5,0.0,0.0,3.0,253.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,182.88,205.0,33.0,1
3453,Jason MacDonald,2011-09-17,"New Orleans, Louisiana, USA",Red,False,Middleweight,3,0.0,1.0,0.0,1.75,1.5,6.0,4.916666666666667,8.0,1.9166666666666667,11.916666666666664,4.083333333333333,0.0,5.583333333333332,5.0,1.0833333333333333,0.9166666666666666,3.75,0.6666666666666666,0.19333333333333336,2.0,6.0,2.1666666666666665,1.8333333333333333,6.166666666666668,4.166666666666667,8.666666666666666,3.083333333333333,27.66666666666667,13.5,0.08333333333333333,1.5,1.0,2.333333333333333,0.9166666666666666,1.4166666666666667,0.9166666666666666,0.5691666666666667,21.0,395.5,0.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,Orthodox,190.5,185.0,36.0,1
3460,Mike Lullo,2011-09-17,"New Orleans, Louisiana, USA",Red,False,Featherweight,3,1.0,0.0,0.0,4.0,1.0,0.0,0.0,45.0,12.0,36.0,9.0,0.0,5.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,67.0,43.0,38.0,16.0,2.0,26.0,24.0,1.0,0.0,2.0,2.0,1.0,3.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,145.0,32.0,1
3463,Forrest Griffin,2011-08-27,"Rio de Janeiro, Brazil",Red,False,Light Heavyweight,3,0.0,2.0,0.0,12.538461538461537,7.769230769230768,13.692307692307693,8.384615384615385,122.23076923076924,40.07692307692308,113.0,31.84615384615385,0.07692307692307693,21.153846153846157,14.846153846153848,1.1538461538461535,0.6153846153846154,1.7692307692307692,0.7692307692307693,0.2253846153846154,3.0,4.0,3.9230769230769234,2.8461538461538463,5.0769230769230775,3.3846153846153846,70.15384615384616,22.461538461538463,80.30769230769229,27.461538461538463,0.3076923076923077,3.3846153846153846,2.769230769230769,0.4615384615384616,0.0,3.0769230769230766,1.1538461538461535,0.24230769230769236,33.0,721.7692307692308,3.0,0.0,1.0,5.0,1.0,2.0,0.0,9.0,Orthodox,190.5,205.0,32.0,1
3468,Dan Miller,2011-08-27,"Rio de Janeiro, Brazil",Red,False,Middleweight,3,1.0,0.0,0.0,8.0,3.111111111111111,2.6666666666666665,1.5555555555555556,49.88888888888889,12.222222222222221,47.555555555555564,11.333333333333336,0.0,4.666666666666667,3.6666666666666665,0.3333333333333333,1.2222222222222223,2.555555555555556,1.5555555555555556,0.27,3.0,4.0,2.555555555555556,2.1111111111111107,3.555555555555556,2.1111111111111107,46.66666666666666,17.333333333333332,56.77777777777778,22.555555555555557,0.0,1.8888888888888888,1.8888888888888888,0.6666666666666666,0.7777777777777778,2.333333333333333,1.4444444444444444,0.37,22.0,662.5555555555555,0.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,Orthodox,185.42,185.0,30.0,1
3473,Ian Loveland,2011-08-27,"Rio de Janeiro, Brazil",Red,False,Bantamweight,3,1.0,0.0,0.0,9.5,7.5,6.0,3.5,81.0,35.0,89.5,35.5,1.0,2.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,20.5,14.5,2.5,2.5,93.0,30.5,66.5,14.0,0.0,11.0,6.0,2.5,0.0,8.5,2.5,0.145,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,172.72,145.0,27.0,1
3474,Chris Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Blue,False,Welterweight,3,1.0,0.0,0.0,13.68421052631579,10.578947368421053,11.894736842105265,8.210526315789473,69.42105263157895,26.78947368421053,65.36842105263158,22.26315789473684,0.10526315789473684,4.421052631578949,3.5263157894736836,0.7368421052631579,1.5789473684210529,0.9473684210526316,0.4736842105263158,0.28,4.0,10.0,11.526315789473687,8.684210526315791,9.736842105263158,6.2631578947368425,53.26315789473684,20.684210526315788,55.368421052631575,18.63157894736842,0.2631578947368421,6.7368421052631575,5.63157894736842,1.368421052631579,0.42105263157894735,3.0,1.368421052631579,0.46,45.0,637.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,9.0,Orthodox,180.34,170.0,36.0,1
3478,Jared Hamman,2011-08-14,"Milwaukee, Wisconsin, USA",Blue,False,Middleweight,3,1.0,0.0,0.0,14.666666666666664,11.0,15.0,6.333333333333332,86.0,29.33333333333333,105.33333333333331,35.333333333333336,0.3333333333333333,6.666666666666668,5.0,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.0,6.666666666666668,4.333333333333333,9.333333333333334,5.666666666666668,84.0,29.66666666666667,86.66666666666669,28.33333333333333,0.3333333333333333,9.333333333333334,7.0,0.3333333333333333,0.3333333333333333,8.666666666666666,6.666666666666668,0.5099999999999999,7.0,613.6666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,190.5,185.0,29.0,1
3483,TJ O'Brien,2011-08-14,"Milwaukee, Wisconsin, USA",Red,False,Lightweight,3,1.0,0.0,0.0,8.0,5.0,2.0,0.0,61.0,28.0,47.0,17.0,0.0,14.0,10.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,66.0,17.0,93.0,37.0,1.0,8.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,155.0,24.0,1
3485,Jason Reinhardt,2011-08-14,"Milwaukee, Wisconsin, USA",Red,False,Bantamweight,3,2.0,0.0,0.0,0.0,0.0,1.0,0.5,3.5,1.0,4.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.5,1.0,6.5,2.5,8.0,3.5,0.0,0.0,0.0,1.5,1.0,1.0,0.5,0.25,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,135.0,41.0,1
3487,Yoshihiro Akiyama,2011-08-06,"Philadelphia, Pennsylvania, USA",Red,False,Middleweight,3,2.0,0.0,0.0,5.0,3.333333333333333,3.0,1.0,122.66666666666669,39.333333333333336,123.0,36.333333333333336,0.0,5.666666666666668,4.333333333333333,2.0,0.3333333333333333,3.333333333333333,2.6666666666666665,0.5833333333333334,1.0,2.0,12.0,8.333333333333334,7.666666666666668,4.666666666666667,165.33333333333334,73.0,139.33333333333334,53.0,0.3333333333333333,24.66666666666667,18.666666666666668,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,9.0,893.3333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,177.8,170.0,36.0,1
3498,Chris Leben,2011-07-02,"Las Vegas, Nevada, USA",Blue,False,Middleweight,3,1.0,0.0,0.0,7.8235294117647065,4.705882352941177,16.0,8.411764705882353,37.76470588235294,12.176470588235292,48.11764705882353,17.176470588235293,0.2352941176470588,8.470588235294116,5.764705882352941,1.2941176470588236,0.4705882352941176,1.6470588235294117,0.8823529411764706,0.3864705882352941,5.0,6.0,6.705882352941178,4.823529411764706,12.352941176470587,7.1764705882352935,32.411764705882355,13.352941176470587,40.117647058823536,16.235294117647058,0.29411764705882354,3.117647058823529,2.4705882352941178,0.8823529411764706,0.4117647058823529,2.7058823529411766,1.2352941176470589,0.3705882352941177,36.0,541.6470588235294,0.0,0.0,1.0,2.0,6.0,2.0,0.0,11.0,Southpaw,180.34,185.0,30.0,1
3505,Aaron Simpson,2011-07-02,"Las Vegas, Nevada, USA",Blue,False,Middleweight,3,0.0,1.0,0.0,11.166666666666664,8.0,21.66666666666667,15.666666666666664,39.66666666666666,12.333333333333336,54.83333333333334,19.166666666666668,0.3333333333333333,10.0,9.833333333333334,1.3333333333333333,0.16666666666666666,9.5,3.8333333333333335,0.56,3.0,2.0,6.166666666666668,4.833333333333333,28.83333333333333,17.333333333333332,40.5,13.166666666666664,57.33333333333334,21.33333333333333,0.0,7.666666666666668,5.833333333333332,0.0,0.3333333333333333,2.0,0.3333333333333333,0.06833333333333334,14.0,612.3333333333334,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,Orthodox,182.88,170.0,36.0,1
3506,Andre Winner,2011-07-02,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,2.0,0.0,0.0,14.2,8.8,16.2,14.0,61.2,16.2,55.4,14.8,0.4,8.6,7.2,0.0,0.0,0.4,0.0,0.0,2.0,3.0,14.4,10.4,23.2,15.0,59.4,21.6,59.6,19.0,0.2,10.6,8.6,0.6,0.4,6.4,1.4,0.076,11.0,623.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,180.34,155.0,29.0,1
3508,Pat Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Red,False,Heavyweight,3,0.0,1.0,0.0,2.0,1.2,0.6,0.4,47.2,20.4,34.6,10.4,0.8,12.2,10.2,0.6,0.0,0.0,0.0,0.0,1.0,2.0,6.0,3.8,12.0,8.2,60.0,16.2,56.4,13.4,0.2,10.4,8.0,0.8,0.6,2.2,0.2,0.2,10.0,495.6,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,180.34,235.0,31.0,1
3513,Javier Vazquez,2011-06-26,"Pittsburgh, Pennsylvania, USA",Blue,False,Featherweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,145.0,33.0,1
3514,Curt Warburton,2011-06-26,"Pittsburgh, Pennsylvania, USA",Red,False,Lightweight,3,0.0,1.0,0.0,11.0,10.0,11.0,9.0,47.5,19.0,42.5,10.5,0.0,15.5,11.0,2.5,1.0,5.0,2.5,0.45,1.0,1.0,22.5,19.5,21.5,19.5,53.0,25.0,42.5,16.5,0.0,15.0,13.0,1.0,1.0,3.0,0.5,0.08,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,182.88,155.0,29.0,1
3515,Rich Attonito,2011-06-26,"Pittsburgh, Pennsylvania, USA",Blue,False,Welterweight,3,1.0,0.0,0.0,3.333333333333333,2.333333333333333,2.6666666666666665,2.0,39.0,9.333333333333334,46.0,12.666666666666664,0.3333333333333333,4.0,3.333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.11,2.0,1.0,10.666666666666666,4.0,7.0,6.333333333333332,58.0,16.666666666666668,46.33333333333334,11.0,0.0,10.666666666666666,9.333333333333334,2.6666666666666665,0.0,6.666666666666668,2.0,0.20666666666666667,8.0,788.3333333333335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,177.8,170.0,34.0,1
3526,Krzysztof Soszynski,2011-06-11,"Vancouver, British Columbia, Canada",Blue,False,Light Heavyweight,3,0.0,1.0,0.0,4.857142857142857,3.1428571428571432,16.285714285714285,8.428571428571429,60.0,19.571428571428573,66.57142857142857,21.142857142857142,0.14285714285714285,9.285714285714286,6.857142857142858,1.2857142857142858,0.8571428571428571,1.5714285714285714,0.42857142857142855,0.17142857142857146,3.0,2.0,10.142857142857142,6.428571428571429,19.571428571428573,11.285714285714285,51.0,15.714285714285715,53.0,13.857142857142858,0.14285714285714285,10.285714285714286,8.428571428571429,0.42857142857142855,0.0,3.0,1.1428571428571428,0.34714285714285714,15.0,555.5714285714286,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,Open Stance,185.42,205.0,33.0,1
3533,Tim Credeur,2011-06-04,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,1.0,0.0,0.0,6.75,4.75,3.5,2.0,93.5,26.5,91.75,23.75,0.5,1.5,1.5,0.75,2.0,0.25,0.25,0.25,3.0,1.0,10.75,6.0,1.5,0.5,43.5,18.75,45.5,14.75,0.5,6.75,5.0,1.0,0.0,1.5,0.75,0.25,8.0,534.75,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Orthodox,190.5,185.0,33.0,1
3553,Mark Hominick,2011-04-30,"Toronto, Ontario, Canada",Red,True,Featherweight,5,0.0,3.0,0.0,9.0,7.0,4.333333333333333,3.6666666666666665,72.66666666666667,20.666666666666668,66.0,15.666666666666664,0.6666666666666666,2.333333333333333,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,3.0,0.0,4.333333333333333,2.333333333333333,1.6666666666666667,1.0,104.0,21.66666666666667,88.0,9.333333333333334,0.0,13.333333333333336,11.0,0.0,0.0,2.6666666666666665,0.3333333333333333,0.16666666666666666,6.0,466.66666666666674,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Orthodox,172.72,145.0,28.0,1
3554,Randy Couture,2011-04-30,"Toronto, Ontario, Canada",Red,False,Light Heavyweight,3,0.0,3.0,0.0,4.304347826086956,3.739130434782609,13.173913043478262,10.217391304347826,21.782608695652176,8.826086956521738,47.47826086956522,25.82608695652174,0.043478260869565216,4.391304347826087,4.043478260869565,2.130434782608696,0.4782608695652174,4.391304347826087,2.260869565217391,0.587391304347826,7.0,7.0,3.4782608695652173,2.9565217391304346,6.782608695652174,4.521739130434782,26.43478260869565,7.521739130434782,33.869565217391305,11.304347826086955,0.3043478260869565,2.6956521739130435,2.3043478260869565,0.4782608695652174,0.39130434782608703,1.391304347826087,0.5652173913043478,0.18434782608695646,61.0,719.3478260869565,16.0,1.0,0.0,4.0,6.0,4.0,1.0,16.0,Orthodox,185.42,205.0,47.0,1
3559,Claude Patrick,2011-04-30,"Toronto, Ontario, Canada",Blue,False,Welterweight,3,0.0,2.0,0.0,3.0,2.0,4.0,3.0,4.0,1.5,24.0,14.0,0.0,2.0,2.0,5.5,1.0,3.5,2.0,0.55,2.0,0.0,4.0,2.5,9.0,5.5,7.0,2.5,7.5,2.0,0.0,5.0,4.0,0.0,0.0,1.5,0.0,0.0,5.0,654.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,180.34,170.0,30.0,1
3560,Charlie Valencia,2011-04-30,"Toronto, Ontario, Canada",Red,False,Bantamweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,160.02,135.0,36.0,1
3561,Ryan Jensen,2011-04-30,"Toronto, Ontario, Canada",Red,False,Middleweight,3,1.0,0.0,0.0,2.4285714285714284,1.4285714285714286,1.5714285714285714,1.0,22.57142857142857,8.142857142857142,30.42857142857143,11.428571428571427,0.14285714285714285,1.8571428571428568,1.4285714285714286,0.42857142857142855,0.5714285714285714,1.1428571428571428,0.5714285714285714,0.33285714285714285,1.0,5.0,5.142857142857143,3.2857142857142856,0.5714285714285714,0.14285714285714285,30.142857142857146,10.714285714285714,27.42857142857143,8.0,0.14285714285714285,4.714285714285714,4.0,1.2857142857142858,1.0,1.8571428571428568,1.4285714285714286,0.75,10.0,277.7142857142857,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,185.42,185.0,33.0,1
3565,Dan Hardy,2011-03-26,"Seattle, Washington, USA",Red,False,Welterweight,3,2.0,0.0,0.0,10.333333333333334,6.833333333333332,13.0,8.333333333333334,56.0,15.666666666666664,50.33333333333334,11.666666666666664,0.3333333333333333,12.5,7.833333333333332,0.0,0.0,0.8333333333333334,0.3333333333333333,0.20833333333333331,4.0,2.0,12.0,8.833333333333334,8.5,4.666666666666667,44.83333333333334,19.166666666666668,42.5,17.166666666666668,0.16666666666666666,10.666666666666666,7.333333333333332,4.833333333333333,1.6666666666666667,4.0,2.6666666666666665,0.3466666666666667,16.0,756.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Orthodox,182.88,170.0,28.0,1
3567,Leonard Garcia,2011-03-26,"Seattle, Washington, USA",Red,False,Featherweight,3,0.0,1.0,0.0,8.75,5.25,7.0,3.75,89.25,20.5,87.75,19.25,0.0,5.75,3.75,1.25,0.75,1.25,0.5,0.165,1.0,2.0,7.75,6.0,11.0,5.0,77.25,29.0,112.25,45.75,0.0,1.5,1.25,5.25,3.0,2.75,2.25,0.5875,10.0,740.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Orthodox,177.8,145.0,31.0,1
3569,Mackens Semerzier,2011-03-26,"Seattle, Washington, USA",Blue,False,Featherweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,145.0,30.0,1
