,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Weight_lbs,B_age,Gender
2996,3,1.0,0.0,0.0,14.0,10.0,3.0,1.0,65.0,24.0,60.0,17.0,0.0,4.0,3.0,3.0,0.0,3.0,1.0,0.33,0.0,1.0,8.0,5.0,0.0,0.0,59.0,31.0,48.0,21.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,1.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,145.0,34.0,1
3002,3,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,5.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,14.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.33,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,155.0,26.0,1
3009,3,1.0,0.0,0.0,5.0,2.0,3.0,1.0,74.0,16.0,64.0,9.0,0.0,8.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,6.0,12.0,12.0,68.0,15.0,54.0,11.0,1.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,135.0,29.0,1
3010,3,1.0,0.0,0.0,8.75,7.5,1.5,0.75,57.0,22.75,71.5,22.5,0.5,2.5,1.75,1.75,0.75,5.5,3.5,0.775,2.0,2.0,1.75,1.25,3.25,1.75,38.5,15.0,40.0,14.0,0.0,4.0,4.0,1.25,1.0,1.75,0.75,0.225,8.0,468.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,172.72,155.0,28.0,1
3016,4,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,155.0,26.0,1
3017,3,1.0,0.0,0.0,15.0,14.0,1.0,1.0,48.0,31.0,22.0,10.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,72.0,21.0,76.0,26.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.04,250.0,29.0,1
3018,3,1.0,0.0,0.0,7.5,4.25,10.75,6.5,35.75,10.5,47.75,19.5,0.0,1.75,1.25,1.0,0.25,9.0,1.5,0.445,1.0,2.0,6.5,5.0,11.5,8.5,52.25,20.25,52.5,18.0,0.25,7.0,6.75,0.0,0.25,0.75,0.25,0.125,9.0,588.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,182.88,145.0,27.0,1
3019,3,0.0,2.0,0.0,10.333333333333334,8.666666666666666,14.333333333333336,11.666666666666664,44.66666666666666,16.333333333333332,49.0,19.666666666666668,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.0,9.666666666666666,7.0,4.333333333333333,2.6666666666666665,51.0,22.66666666666667,44.0,17.0,0.0,14.333333333333336,10.666666666666666,3.333333333333333,0.3333333333333333,7.666666666666668,2.333333333333333,0.4633333333333334,7.0,662.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,185.42,170.0,28.0,1
3020,3,0.0,1.0,0.0,7.0,6.0,7.0,6.0,46.0,21.0,46.0,20.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,1.0,0.0,33.0,17.0,25.0,5.0,0.0,9.0,8.0,7.0,0.0,2.0,2.0,1.0,3.0,664.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.26,125.0,33.0,1
3022,3,1.0,0.0,0.0,7.666666666666668,5.5,10.333333333333334,6.5,36.16666666666666,10.166666666666666,46.66666666666666,17.166666666666668,0.0,3.6666666666666665,3.1666666666666665,2.5,0.5,6.5,2.833333333333333,0.5516666666666666,2.0,3.0,8.333333333333334,6.833333333333332,13.333333333333336,9.5,53.16666666666666,13.5,57.83333333333334,15.0,0.0,4.0,3.6666666666666665,0.3333333333333333,1.5,3.1666666666666665,0.5,0.05333333333333334,16.0,718.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,182.88,185.0,31.0,1
3024,3,1.0,0.0,0.0,18.0,11.0,8.0,5.0,93.0,31.0,77.0,20.0,0.0,6.0,5.0,1.0,0.0,4.0,2.0,0.5,0.0,1.0,14.0,8.0,7.0,5.0,140.0,46.0,138.0,44.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.33,3.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,155.0,28.0,1
3029,3,1.0,0.0,0.0,1.5,1.1,1.5,0.9,16.7,8.2,20.3,9.3,0.1,2.4,2.1,1.4,1.4,3.6,1.4,0.4320000000000001,3.0,3.0,1.1,0.8,1.2,0.4,23.4,8.0,32.6,12.5,0.2,0.9,0.6,0.3,0.5,0.4,0.4,0.3,18.0,433.5,0.0,0.0,0.0,2.0,0.0,5.0,0.0,7.0,172.72,170.0,32.0,1
3033,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,170.0,27.0,1
3035,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,205.0,31.0,1
3043,3,0.0,1.0,0.0,4.5,2.0,0.0,0.0,157.5,42.5,144.0,31.5,0.0,9.0,9.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,28.5,17.0,1.0,0.5,138.5,44.5,103.0,21.0,0.0,13.5,12.0,0.5,0.5,5.0,1.0,0.33,6.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,170.18,155.0,29.0,1
3052,3,2.0,0.0,0.0,4.076923076923077,3.1538461538461537,5.307692307692308,3.0769230769230766,24.615384615384613,9.307692307692307,38.615384615384606,15.769230769230768,0.2307692307692308,0.7692307692307693,0.6923076923076923,0.2307692307692308,0.0,1.0,0.7692307692307693,0.1153846153846154,3.0,7.0,1.5384615384615383,1.3076923076923077,4.0,2.4615384615384617,24.23076923076923,7.153846153846153,30.538461538461537,10.153846153846152,0.3076923076923077,3.5384615384615383,2.8461538461538463,0.8461538461538461,0.15384615384615385,2.6153846153846154,0.9230769230769232,0.18846153846153849,20.0,327.84615384615387,0.0,0.0,1.0,1.0,4.0,0.0,0.0,6.0,182.88,185.0,31.0,1
3053,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,205.0,34.0,1
3061,3,1.0,0.0,0.0,3.875,3.125,5.625,3.875,27.75,8.75,33.125,10.25,0.5,2.125,2.0,1.875,1.5,3.0,1.25,0.2425,2.0,4.0,4.75,2.75,3.625,1.875,41.375,8.5,46.125,12.25,0.125,6.25,3.0,2.125,0.625,2.5,1.125,0.35375,19.0,645.625,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,180.34,170.0,31.0,1
3064,3,1.0,0.0,0.0,10.5,6.5,2.5,2.0,74.5,33.5,55.0,19.0,0.0,18.5,14.0,0.0,2.0,4.0,0.5,0.1,1.0,1.0,18.0,10.5,2.0,1.5,69.0,28.0,59.0,22.0,0.5,11.0,8.0,2.5,1.0,0.0,0.0,0.0,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,170.18,135.0,34.0,1
3067,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,7.0,1.0,4.0,2.0,0.5,0.0,1.0,15.0,15.0,0.0,0.0,13.0,12.0,33.0,31.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,185.0,30.0,1
3068,3,0.0,3.0,0.0,8.428571428571429,6.2142857142857135,16.357142857142858,10.071428571428571,49.85714285714285,13.785714285714285,66.28571428571429,22.5,0.14285714285714285,4.714285714285714,3.2142857142857144,2.142857142857143,0.9285714285714286,2.7142857142857144,1.2142857142857142,0.2428571428571429,3.0,6.0,7.7857142857142865,6.142857142857142,15.785714285714285,9.857142857142858,52.0,20.928571428571427,56.85714285714285,22.071428571428577,0.07142857142857142,8.642857142857142,6.2142857142857135,0.9285714285714286,0.2857142857142857,3.7857142857142856,1.5714285714285714,0.2521428571428572,36.0,723.0714285714287,1.0,0.0,0.0,4.0,2.0,2.0,0.0,8.0,193.04,205.0,35.0,1
3072,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,12.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,205.0,25.0,1
3076,3,1.0,0.0,0.0,1.0,1.0,3.0,1.0,12.0,4.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,6.0,4.0,2.0,13.0,9.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.33,1.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,145.0,23.0,1
3086,3,1.0,0.0,0.0,4.0,1.5,1.5,1.0,28.5,12.5,20.5,7.0,0.0,6.0,5.0,0.0,0.5,2.5,0.0,0.0,1.0,1.0,16.5,14.0,14.0,12.0,37.5,17.5,39.0,18.5,0.0,6.0,5.5,4.5,0.5,3.5,1.5,0.21,4.0,464.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.34,155.0,31.0,1
3087,3,0.0,1.0,0.0,6.6,2.6,2.6,1.8,57.4,15.8,57.4,18.6,0.2,4.0,3.6,1.2,0.4,4.6,1.0,0.166,1.0,3.0,7.4,4.2,7.2,5.8,70.6,24.0,70.2,23.2,0.4,5.4,5.0,0.8,0.6,1.0,0.8,0.6,12.0,610.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,177.8,155.0,33.0,1
3088,3,1.0,0.0,0.0,22.0,15.75,18.5,13.25,86.25,32.25,60.0,15.25,0.25,25.75,15.75,0.0,0.0,0.75,0.5,0.25,1.0,2.0,14.25,9.5,22.0,14.25,87.5,24.5,86.5,24.25,0.0,21.0,15.5,1.5,0.25,12.0,2.5,0.2,12.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,167.64,145.0,29.0,1
3095,3,2.0,0.0,0.0,18.125,12.375,13.75,9.75,74.75,26.125,69.5,22.625,0.125,4.0,3.125,0.0,0.0,0.75,0.125,0.0625,2.0,4.0,9.875,4.5,3.5,2.125,52.125,20.625,43.625,13.625,0.5,9.5,7.875,1.0,0.25,3.25,0.875,0.21625,14.0,415.125,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,177.8,170.0,34.0,1
3102,5,0.0,1.0,0.0,23.8,18.8,22.6,17.2,96.8,38.0,77.8,22.8,0.2,18.4,14.2,1.4,0.0,7.6,3.6,0.414,2.0,2.0,19.8,16.0,20.2,15.6,70.0,21.4,65.6,17.6,0.0,10.6,7.2,3.8,0.8,8.4,3.0,0.21,17.0,1020.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,160.02,125.0,26.0,1
3110,3,0.0,1.0,0.0,18.0,18.0,18.0,18.0,39.0,12.0,49.0,19.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.25,1.0,0.0,7.0,5.0,12.0,10.0,39.0,16.0,46.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,456.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,185.42,170.0,28.0,1
3111,3,2.0,0.0,0.0,8.333333333333334,4.0,1.0,1.0,69.66666666666667,18.666666666666668,55.66666666666666,12.333333333333336,0.6666666666666666,10.666666666666666,6.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,1.0,2.0,5.333333333333333,3.333333333333333,0.6666666666666666,0.3333333333333333,35.333333333333336,13.666666666666664,51.66666666666666,28.33333333333333,0.0,12.0,7.666666666666668,3.333333333333333,1.6666666666666667,4.333333333333333,1.6666666666666667,0.25,7.0,625.6666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.34,135.0,28.0,1
3116,3,0.0,1.0,0.0,12.0,7.0,7.0,6.0,103.0,28.0,94.0,26.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,1.0,90.0,20.0,58.0,8.0,0.0,28.0,12.0,0.0,0.0,15.0,2.0,0.13,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,187.96,185.0,29.0,1
3118,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,6.0,18.0,5.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.66,0.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,12.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,1.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,145.0,26.0,1
3119,3,1.0,0.0,0.0,4.0,3.0,12.0,4.0,26.0,8.0,52.0,24.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,19.0,11.0,51.0,24.0,56.0,25.0,0.0,8.0,6.0,5.0,2.0,16.0,6.0,0.37,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,185.0,23.0,1
3122,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,65.0,32.0,64.0,31.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,0.0,1.0,17.0,11.0,14.0,10.0,85.0,31.0,87.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,145.0,36.0,1
3126,3,1.0,0.0,0.0,2.5,1.75,3.75,2.375,28.875,9.0,33.5,11.5,0.25,1.25,1.25,1.375,0.375,0.875,0.375,0.1875,2.0,4.0,6.625,4.375,6.125,3.875,31.125,12.75,43.25,18.125,0.0,4.875,3.75,2.125,1.5,2.375,1.875,0.63125,13.0,402.125,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,185.42,170.0,30.0,1
3130,3,1.0,0.0,0.0,6.0,6.0,2.0,1.0,60.0,28.0,48.0,15.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,7.0,6.0,6.0,102.0,56.0,105.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,242.0,32.0,1
3131,3,1.0,0.0,0.0,4.0,3.333333333333333,8.166666666666666,5.166666666666667,57.0,19.666666666666668,66.66666666666667,24.0,0.0,2.0,2.0,1.1666666666666667,1.3333333333333333,3.333333333333333,1.3333333333333333,0.44166666666666665,1.0,5.0,9.333333333333334,5.5,8.0,3.333333333333333,107.66666666666669,34.166666666666664,121.16666666666669,40.833333333333336,0.0,5.166666666666667,4.333333333333333,2.1666666666666665,0.3333333333333333,6.0,3.0,0.4350000000000001,18.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.64,145.0,36.0,1
3138,3,1.0,0.0,0.0,12.666666666666664,9.666666666666666,8.333333333333334,5.666666666666668,81.66666666666667,27.0,69.0,19.0,0.0,20.0,14.0,2.333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,2.0,1.0,10.0,7.333333333333332,14.0,11.0,54.66666666666666,20.0,59.0,24.0,0.3333333333333333,5.0,3.333333333333333,2.333333333333333,0.6666666666666666,5.0,3.333333333333333,0.44,9.0,871.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,182.88,185.0,33.0,1
3151,3,1.0,0.0,0.0,8.0,7.0,2.0,2.0,51.0,27.0,48.0,25.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,15.0,8.0,8.0,37.0,21.0,32.0,16.0,1.0,5.0,5.0,2.0,2.0,5.0,2.0,0.4,3.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,125.0,24.0,1
3153,3,1.0,0.0,0.0,5.0,1.0,0.0,0.0,22.0,8.0,5.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,36.0,20.0,23.0,9.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,170.0,31.0,1
3156,3,2.0,0.0,0.0,4.076923076923077,3.3846153846153846,7.961538461538463,5.730769230769232,25.07692307692308,7.5,44.57692307692307,18.423076923076927,0.07692307692307693,4.307692307692308,3.5,0.9615384615384616,0.3076923076923077,4.769230769230768,2.1153846153846154,0.5226923076923078,6.0,11.0,4.538461538461538,3.615384615384616,6.0,3.807692307692308,38.153846153846146,12.692307692307693,47.153846153846146,16.346153846153847,0.19230769230769232,4.884615384615385,3.615384615384616,0.7307692307692307,0.2307692307692308,1.4230769230769231,0.6153846153846154,0.1553846153846154,62.0,659.7307692307693,10.0,0.0,2.0,3.0,7.0,2.0,1.0,15.0,190.5,205.0,37.0,1
3163,3,0.0,1.0,0.0,14.0,9.5,24.5,13.5,130.5,59.0,129.0,53.0,0.0,19.0,13.5,2.0,0.0,7.5,4.5,0.5800000000000001,1.0,1.0,17.5,9.0,14.5,9.5,122.0,34.5,97.0,21.0,0.0,22.0,14.0,0.0,0.5,1.0,0.5,0.5,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,182.88,185.0,31.0,1
3165,3,1.0,0.0,0.0,15.0,12.0,6.0,4.0,56.0,30.0,41.0,17.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,3.0,0.42,2.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,155.0,28.0,1
3166,5,1.0,0.0,0.0,12.5,9.777777777777779,12.555555555555555,8.38888888888889,68.1111111111111,25.88888888888889,71.6111111111111,25.33333333333333,0.5555555555555556,5.5,5.0,1.1111111111111112,0.1111111111111111,1.1111111111111112,0.7222222222222222,0.2588888888888889,7.0,5.0,8.333333333333334,5.777777777777778,9.277777777777779,6.611111111111112,38.333333333333336,10.666666666666666,38.555555555555564,9.777777777777779,0.3333333333333333,4.833333333333333,3.8333333333333335,0.4444444444444444,0.4444444444444444,2.9444444444444446,1.0555555555555556,0.4127777777777778,40.0,583.7222222222222,5.0,0.0,0.0,3.0,8.0,1.0,1.0,13.0,185.42,185.0,37.0,1
3169,3,0.0,4.0,0.0,3.25,2.75,1.5,0.75,25.25,9.75,33.5,14.75,0.25,0.0,0.0,1.25,0.5,9.0,4.25,0.455,4.0,0.0,6.0,4.5,9.5,6.5,74.25,23.0,76.75,23.0,0.0,3.0,2.5,0.5,0.0,0.0,0.0,0.0,11.0,788.75,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,185.42,255.0,35.0,1
3175,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,145.0,30.0,1
3178,3,2.0,0.0,0.0,15.5,11.875,14.625,10.4375,60.8125,21.5,57.3125,16.375,0.1875,8.9375,7.5,1.1875,0.625,1.8125,0.5625,0.175,3.0,7.0,12.1875,7.875,9.3125,6.875,69.625,19.625,74.0625,19.6875,0.0,8.0625,6.5,2.0,0.75,5.5,2.125,0.349375,39.0,697.3125,0.0,0.0,0.0,4.0,2.0,2.0,1.0,9.0,170.18,155.0,36.0,1
3186,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,170.0,31.0,1
3187,3,3.0,0.0,0.0,3.6666666666666665,2.333333333333333,5.666666666666668,4.0,7.0,3.333333333333333,6.666666666666668,2.6666666666666665,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,2.6666666666666665,0.3333333333333333,0.05333333333333334,0.0,3.0,4.333333333333333,3.333333333333333,16.333333333333332,11.666666666666664,15.333333333333336,5.333333333333333,33.666666666666664,17.666666666666668,0.3333333333333333,3.6666666666666665,3.333333333333333,3.0,2.0,5.333333333333333,2.6666666666666665,0.3333333333333333,6.0,463.33333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,170.0,31.0,1
3193,3,1.0,0.0,0.0,2.5,1.0,2.0,0.5,37.0,10.5,28.5,4.5,0.0,9.0,6.0,2.0,1.5,2.5,0.0,0.0,1.0,1.0,6.5,4.0,7.0,3.0,31.0,9.0,32.5,8.5,0.0,3.0,1.5,1.5,0.0,3.5,2.5,0.8,4.0,520.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,177.8,170.0,30.0,1
3196,3,1.0,0.0,0.0,25.0,16.0,20.0,13.0,147.0,55.0,131.0,43.0,0.0,11.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,35.0,30.0,28.0,25.0,124.0,60.0,95.0,37.0,0.0,22.0,18.0,2.0,0.0,3.0,1.0,0.33,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,135.0,24.0,1
3199,3,1.0,0.0,0.0,6.0,5.0,0.0,0.0,68.0,28.0,53.0,15.0,0.0,9.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,35.0,31.0,25.0,21.0,125.0,46.0,132.0,49.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,155.0,31.0,1
3200,3,2.0,0.0,0.0,10.333333333333334,6.333333333333332,9.333333333333334,6.666666666666668,114.66666666666669,38.0,109.66666666666669,35.666666666666664,0.3333333333333333,9.333333333333334,7.0,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.11,1.0,2.0,5.333333333333333,2.333333333333333,2.6666666666666665,1.3333333333333333,128.0,29.33333333333333,116.66666666666669,21.66666666666667,0.6666666666666666,11.666666666666664,8.333333333333334,0.3333333333333333,0.3333333333333333,2.333333333333333,1.0,0.5,7.0,654.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,182.88,170.0,36.0,1
3204,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,8.0,21.0,16.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,145.0,23.0,1
3220,3,0.0,2.0,0.0,0.5,0.5,0.0,0.0,10.0,2.0,9.5,1.5,0.0,0.0,0.0,0.0,3.5,2.5,0.0,0.0,2.0,0.0,1.0,0.5,0.0,0.0,16.5,4.0,15.5,3.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.0,232.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,182.88,155.0,23.0,1
3224,3,1.0,0.0,0.0,5.0,5.0,16.0,13.0,25.0,8.0,55.0,34.0,0.0,3.0,3.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,17.0,17.0,27.0,20.0,34.0,10.0,50.0,20.0,0.0,6.0,4.0,2.0,2.0,13.0,2.0,0.15,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,170.0,23.0,1
