,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Gender
4744,Trevor Prangley,Curtis Stout,Herb Dean,2004-06-19,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.66,0.0,0.0,0.0,0.0,42.0,41.0,0.0,1.0,26.0,26.0,0.0,0.0,2.0,1.0,52.0,38.0,28.0,13.0,0.0,0.0,0.0,1.0,0.0,54.0,39.0,0.72,0.0,2.0,2.0,1.0,230.0,210.0,2.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,185.42,182.88,185.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,190.5,185.0,30.0,31.0,1
4746,Chris Lytle,Tiki Ghosn,Mario Yamasaki,2004-04-02,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,3.0,0.0,0.0,5.666666666666668,3.6666666666666665,5.666666666666668,3.0,22.33333333333333,7.666666666666668,0.0,0.0,18.0,4.0,0.0,4.333333333333333,3.0,0.0,0.0,28.0,10.666666666666666,0.34,0.0,0.0,0.0,0.0,31.66666666666667,14.333333333333336,0.0,3.0,3.6666666666666665,2.333333333333333,4.333333333333333,2.6666666666666665,15.333333333333336,6.666666666666668,5.0,3.6666666666666665,18.666666666666668,9.333333333333334,0.3333333333333333,2.333333333333333,1.3333333333333333,1.0,0.0,24.66666666666667,13.0,0.5533333333333333,0.6666666666666666,3.333333333333333,1.6666666666666667,0.3333333333333333,78.33333333333333,64.0,5.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,170.0,2.0,0.0,0.0,4.0,2.5,5.0,3.0,45.0,16.5,0.0,0.0,35.0,9.0,0.0,11.0,8.0,0.0,0.0,50.0,19.5,0.52,1.0,0.5,0.5,0.5,78.0,46.5,0.0,2.0,3.0,2.5,3.5,2.5,20.5,7.0,16.5,8.0,36.5,14.0,0.5,1.0,1.0,3.0,0.5,40.5,17.5,0.48,0.0,3.0,2.5,0.875,82.0,57.5,5.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,172.72,170.0,27.0,29.0,1
4748,Andrei Arlovski,Wesley Correira,Mario Yamasaki,2004-04-02,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0.0,2.0,0.0,1.6666666666666667,1.6666666666666667,16.666666666666668,10.0,26.66666666666667,10.0,0.3333333333333333,0.3333333333333333,41.333333333333336,18.33333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,43.66666666666666,20.33333333333333,0.4866666666666666,0.0,0.3333333333333333,0.0,0.0,63.33333333333334,40.0,2.0,1.0,6.0,4.333333333333333,27.33333333333333,18.33333333333333,58.0,33.333333333333336,0.0,0.0,73.33333333333333,42.333333333333336,0.0,6.0,5.0,0.0,0.0,85.33333333333333,51.66666666666666,0.4766666666666667,0.0,3.0,0.0,0.0,97.0,62.66666666666666,5.0,314.3333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Orthodox,190.5,182.88,260.0,0.0,2.0,0.0,0.4,0.4,3.6,2.2,29.2,11.8,1.4,0.8,22.8,7.2,0.6,11.0,7.2,0.2,0.0,34.2,14.8,0.46,0.4,0.4,0.2,0.2,39.4,19.6,2.0,2.0,1.0,0.8,2.4,1.0,24.4,7.4,5.8,4.2,25.6,7.4,0.2,6.0,4.4,1.2,0.2,32.6,12.6,0.262,0.2,3.0,0.4,0.05,39.4,19.4,9.0,328.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Orthodox,190.5,195.58,240.0,25.0,25.0,1
4750,Mike Kyle,Wes Sims,John McCarthy,2004-04-02,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,2.0,0.0,0.0,8.5,8.5,2.5,2.5,4.5,1.0,6.0,6.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,13.0,9.5,0.86,0.0,0.0,0.0,0.0,55.0,45.5,0.0,2.0,4.0,3.5,2.0,2.0,4.0,2.0,19.5,12.0,19.5,11.0,0.5,2.0,1.5,3.5,0.0,25.5,16.0,0.6,3.0,4.0,2.5,0.7849999999999999,55.5,43.0,3.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,208.28,182.88,260.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,193.04,195.58,205.0,24.0,24.0,1
4751,Jonathan Wiezorek,Wade Shipp,Herb Dean,2004-04-02,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,182.88,245.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,190.5,185.42,250.0,29.0,26.0,1
4754,Renato Verissimo,Carlos Newton,Larry Landless,2004-01-31,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,1.0,0.0,1.3333333333333333,1.3333333333333333,2.333333333333333,1.1666666666666667,13.0,4.833333333333333,1.5,0.6666666666666666,13.5,3.5,0.3333333333333333,2.0,1.8333333333333333,1.1666666666666667,0.5,16.833333333333332,6.666666666666668,0.415,1.3333333333333333,2.0,1.3333333333333333,0.5533333333333333,29.5,18.33333333333333,1.0,3.0,3.1666666666666665,3.0,3.8333333333333335,2.6666666666666665,14.333333333333336,5.0,17.166666666666668,12.833333333333336,30.66666666666667,16.0,0.0,1.5,1.5,2.5,0.0,35.333333333333336,20.5,0.4733333333333333,0.3333333333333333,2.1666666666666665,1.8333333333333333,0.44333333333333336,54.66666666666666,39.333333333333336,13.0,555.1666666666666,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,175.26,182.88,170.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.42,170.0,27.0,30.0,1
4762,Matt Lindland,Falaniko Vitale,Larry Landless,2003-11-21,"Uncasville, Connecticut, USA",Red,False,Middleweight,3,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,0.28,0.0,1.0,0.0,0.0,11.0,6.0,1.0,0.0,1.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,2.0,0.22,0.0,3.0,0.0,0.0,13.0,6.0,1.0,116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,177.8,182.88,185.0,1.0,0.0,0.0,4.75,3.875,13.375,9.5,17.5,4.125,22.0,14.25,42.0,18.875,0.0,6.125,5.125,1.875,0.375,52.875,27.875,0.4825,0.375,5.375,2.5,0.425,129.125,98.375,4.0,2.0,6.5,6.0,9.875,6.25,15.875,6.125,7.375,4.75,23.25,8.25,0.25,3.375,2.875,0.75,0.375,33.125,17.125,0.4175,0.5,1.25,0.375,0.1875,50.75,34.375,18.0,592.125,1.0,1.0,0.0,2.0,2.0,0.0,0.0,6.0,Southpaw,182.88,187.96,185.0,29.0,33.0,1
4763,Wesley Correira,David Abbott,John McCarthy,2003-11-21,"Uncasville, Connecticut, USA",Red,False,Heavyweight,3,3.0,0.0,0.0,0.5294117647058824,0.4705882352941176,4.411764705882354,2.294117647058824,8.647058823529411,2.9411764705882355,6.0588235294117645,3.294117647058824,18.58823529411765,8.058823529411764,0.2352941176470588,0.0,0.0,0.5882352941176471,0.05882352941176471,19.11764705882353,8.529411764705884,0.4747058823529412,0.2352941176470588,0.9411764705882352,0.5882352941176471,0.3476470588235294,29.411764705882355,17.294117647058822,2.0,9.0,3.5882352941176467,3.3529411764705883,4.823529411764706,3.882352941176471,6.705882352941178,3.4705882352941178,5.176470588235294,4.176470588235294,10.823529411764708,5.941176470588236,0.1176470588235294,2.294117647058824,2.235294117647059,0.29411764705882354,0.0,16.705882352941178,11.529411764705882,0.5094117647058823,0.6470588235294118,0.8235294117647058,0.2352941176470588,0.16647058823529412,44.17647058823529,37.352941176470594,19.0,353.4705882352941,3.0,0.0,0.0,1.0,5.0,2.0,0.0,8.0,Switch,182.88,182.88,265.0,0.0,1.0,0.0,2.5,2.5,17.0,10.5,36.5,13.5,0.0,0.0,50.5,21.0,0.0,0.5,0.5,0.0,0.0,53.5,24.0,0.46,0.0,0.5,0.0,0.0,80.0,50.5,1.0,1.0,9.0,6.5,32.5,24.0,82.5,48.0,0.0,0.0,97.0,58.0,0.0,9.0,7.5,0.0,0.0,115.0,72.0,0.505,0.0,4.5,0.0,0.0,129.0,85.5,4.0,404.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,190.5,185.42,260.0,29.0,25.0,1
4766,Pedro Rizzo,Ricco Rodriguez,Larry Landless,2003-11-21,"Uncasville, Connecticut, USA",Red,False,Heavyweight,3,1.0,0.0,0.0,5.166666666666667,4.166666666666667,5.666666666666668,4.333333333333333,13.333333333333336,4.666666666666667,27.83333333333333,18.166666666666668,40.0,21.5,0.0,1.6666666666666667,1.5,4.166666666666667,0.3333333333333333,46.83333333333334,27.16666666666667,0.5983333333333334,1.0,5.0,2.833333333333333,0.5383333333333333,96.5,74.33333333333333,5.0,1.0,2.333333333333333,2.0,5.166666666666667,2.833333333333333,13.166666666666664,4.5,9.333333333333334,5.833333333333332,23.66666666666667,9.666666666666666,0.16666666666666666,1.6666666666666667,1.5,0.5,0.16666666666666666,27.66666666666667,13.166666666666664,0.4916666666666667,0.16666666666666666,2.1666666666666665,1.3333333333333333,0.38833333333333336,46.83333333333334,31.66666666666667,16.0,680.5,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,Orthodox,193.04,182.88,265.0,0.0,1.0,0.0,1.1538461538461535,1.1538461538461535,4.384615384615385,2.8461538461538463,45.384615384615394,15.307692307692307,2.6923076923076925,1.5384615384615383,40.92307692307692,10.461538461538463,0.6153846153846154,10.384615384615383,8.076923076923077,0.07692307692307693,0.0,52.46153846153846,19.69230769230769,0.3776923076923077,0.0,0.5384615384615384,0.15384615384615385,0.10230769230769232,63.46153846153846,29.76923076923077,4.0,5.0,2.9230769230769234,2.1538461538461537,7.538461538461537,4.384615384615385,42.384615384615394,16.53846153846154,8.846153846153848,6.0,45.30769230769231,17.23076923076923,0.07692307692307693,10.538461538461537,7.538461538461537,0.38461538461538464,0.0,58.769230769230774,26.923076923076927,0.4184615384615384,0.15384615384615385,4.538461538461538,1.2307692307692308,0.18384615384615385,81.69230769230771,48.46153846153846,32.0,712.2307692307692,3.0,0.0,1.0,0.0,6.0,0.0,1.0,8.0,Orthodox,185.42,185.42,241.0,26.0,29.0,1
4767,Keith Rockel,Chris Liguori,John McCarthy,2003-11-21,"Uncasville, Connecticut, USA",Red,False,Middleweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,182.88,185.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,4.0,8.0,4.0,0.0,1.0,1.0,4.0,0.0,10.0,6.0,0.6,2.0,2.0,2.0,1.0,25.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,1.0,1.0,0.0,0.0,47.0,44.0,2.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,185.42,185.0,29.0,29.0,1
4768,Yves Edwards,Nick Agallar,Larry Landless,2003-11-21,"Uncasville, Connecticut, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,182.88,155.0,0.0,3.0,0.0,6.6,5.8,11.6,9.0,19.2,8.4,5.6,2.6,25.6,10.2,0.4,4.2,4.0,2.4,0.6,36.4,20.0,0.5820000000000001,1.0,0.2,0.2,0.2,58.4,39.8,3.0,2.0,3.6,2.8,4.4,3.6,16.2,5.4,5.8,3.6,18.0,5.8,0.0,4.8,4.0,2.4,1.0,26.4,12.6,0.396,0.8,8.4,2.0,0.22400000000000006,51.4,33.6,13.0,725.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Southpaw,175.26,185.42,155.0,24.0,27.0,1
4771,Tim Sylvia,Gan McGee,John McCarthy,2003-09-26,"Las Vegas, Nevada, USA",Red,True,Heavyweight,5,0.0,2.0,0.0,1.0,1.0,1.0,0.6666666666666666,23.0,6.333333333333332,10.0,5.0,32.0,10.333333333333334,0.0,1.0,0.6666666666666666,1.3333333333333333,0.0,34.0,12.0,0.3833333333333333,0.0,2.6666666666666665,0.6666666666666666,0.13333333333333333,40.333333333333336,18.0,2.0,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.333333333333333,11.666666666666664,5.0,4.333333333333333,3.333333333333333,12.666666666666664,4.666666666666667,0.0,4.333333333333333,4.333333333333333,0.6666666666666666,0.0,18.666666666666668,10.666666666666666,0.4833333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.3333333333333333,29.0,19.666666666666668,4.0,387.66666666666674,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,208.28,182.88,265.0,0.0,2.0,0.0,9.0,7.0,29.5,23.5,86.5,49.0,3.5,2.5,104.5,62.5,0.5,6.0,5.5,0.0,0.0,119.5,75.0,0.56,0.0,0.0,0.0,0.0,130.0,85.0,2.0,0.0,2.5,2.5,2.0,1.5,35.5,15.0,0.0,0.0,33.5,12.5,0.0,1.5,1.5,0.0,0.0,37.5,16.5,0.55,0.5,1.5,0.0,0.0,39.0,18.0,3.0,296.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,203.2,203.2,265.0,26.0,27.0,1
4774,Karo Parisyan,Dave Strasser,Steve Mazzagatti,2003-09-26,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,1.0,0.0,18.0,12.0,34.0,14.0,56.0,22.0,35.0,24.0,105.0,46.0,0.0,2.0,2.0,1.0,0.0,125.0,60.0,0.48,0.0,2.0,1.0,0.5,176.0,107.0,1.0,0.0,1.0,1.0,26.0,11.0,38.0,10.0,6.0,3.0,67.0,21.0,1.0,2.0,2.0,1.0,0.0,70.0,24.0,0.34,0.0,4.0,2.0,0.5,125.0,78.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,177.8,182.88,170.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,170.0,34.0,21.0,1
4775,Josh Thomson,Gerald Strebendt,John McCarthy,2003-09-26,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,182.88,155.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,155.0,24.0,25.0,1
4781,Vernon White,Ian Freeman,Larry Landless,2003-06-06,"Las Vegas, Nevada, USA",Draw,False,Heavyweight,3,1.0,0.0,0.0,1.5,1.5,4.25,3.75,6.0,1.25,18.75,11.25,27.0,14.25,0.0,0.5,0.5,0.0,0.5,29.0,16.25,0.3375,0.25,0.0,0.0,0.0,42.5,29.75,2.0,2.0,5.25,4.75,1.75,1.75,8.25,4.0,6.25,5.5,8.75,4.25,0.25,2.25,2.25,0.25,0.0,16.25,11.25,0.4975,1.75,4.0,0.75,0.325,24.25,19.0,6.0,360.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,180.34,182.88,225.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,185.42,205.0,36.0,31.0,1
4783,Yves Edwards,Eddie Ruiz,Nelson Hamilton,2003-06-06,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,182.88,155.0,0.0,2.0,0.0,5.25,4.75,10.25,7.75,20.5,9.75,4.75,2.25,25.5,10.25,0.25,4.75,4.75,1.5,0.5,35.5,19.75,0.5975,0.5,0.25,0.25,0.25,53.25,35.5,2.0,2.0,4.0,3.25,5.0,4.25,18.0,6.25,7.0,4.5,21.0,7.25,0.0,5.0,4.5,3.0,0.75,30.0,15.0,0.4325,1.0,6.5,2.0,0.25,53.5,34.5,10.0,681.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Southpaw,175.26,185.42,155.0,35.0,26.0,1
